x;y;type;id;id3;n.WTG;id.WF;NATCODE;municipio;CODNUT1;CODNUT2;CODNUT3;provincia;tags.generator.source;tags.power;tags.power_source;tags.generator.output.electricity;tags.name;tags.operator;tags.source;tags.generator.method;tags.generator.type;tags.type;tags.ref;tags.is_in;tags.description;tags.source.date;tags.building;tags.natural;tags.man_made;tags.name.en;tags.name.fr;tags.wikidata;tags.wikipedia;tags.frequency;tags.generator.plant;tags.start_date;tags.ele;tags.fixme;tags.generator.output;tags.highway
-1.8510895;42.412673;node;26506380;026506;1;;34153131104;Falces;ES2;ES22;ES220;Navarra;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.8571693;42.4098467;node;26536267;026536;1;;34153131104;Falces;ES2;ES22;ES220;Navarra;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.7330358;42.4374224;node;27297716;027297;2;;34153131104;Falces;ES2;ES22;ES220;Navarra;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.7564047;42.4420749;node;27297819;027297;2;;34153131104;Falces;ES2;ES22;ES220;Navarra;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.7816801;42.441444;node;27311692;027311;1;;34153131104;Falces;ES2;ES22;ES220;Navarra;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.8201372;42.3150194;node;29558405;029558;1;;34153131107;Funes;ES2;ES22;ES220;Navarra;wind;generator;wind;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.1190168;41.8410847;node;256702483;256702;2;;34074242188;Trévago;ES4;ES41;ES417;Soria;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.1343404;41.8389488;node;256702865;256702;2;;34074242188;Trévago;ES4;ES41;ES417;Soria;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.8636476;42.345424;node;262485154;262485;1;;34153131202;Peralta/Azkoien;ES2;ES22;ES220;Navarra;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.7254284;42.432385;node;262622160;262622;3;;34153131104;Falces;ES2;ES22;ES220;Navarra;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.72704;42.4324153;node;262622162;262622;3;;34153131104;Falces;ES2;ES22;ES220;Navarra;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.7285001;42.432482;node;262622164;262622;3;;34153131104;Falces;ES2;ES22;ES220;Navarra;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.8294069;42.3174518;node;277643787;277643;3;;34153131202;Peralta/Azkoien;ES2;ES22;ES220;Navarra;wind;generator;wind;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.8277086;42.3179016;node;277643792;277643;3;;34153131107;Funes;ES2;ES22;ES220;Navarra;wind;generator;wind;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.8268032;42.3187656;node;277643796;277643;3;;34153131107;Funes;ES2;ES22;ES220;Navarra;wind;generator;wind;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.8306177;42.3219907;node;277644935;277644;4;;34153131202;Peralta/Azkoien;ES2;ES22;ES220;Navarra;wind;generator;wind;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.8321657;42.3212592;node;277644936;277644;4;;34153131202;Peralta/Azkoien;ES2;ES22;ES220;Navarra;wind;generator;wind;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.8337848;42.320542;node;277644937;277644;4;;34153131202;Peralta/Azkoien;ES2;ES22;ES220;Navarra;wind;generator;wind;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.8351624;42.3198958;node;277644938;277644;4;;34153131202;Peralta/Azkoien;ES2;ES22;ES220;Navarra;wind;generator;wind;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.8220467;42.3149751;node;277647740;277647;2;;34153131107;Funes;ES2;ES22;ES220;Navarra;wind;generator;wind;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.8234812;42.3144789;node;277647741;277647;2;;34153131107;Funes;ES2;ES22;ES220;Navarra;wind;generator;wind;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.8661618;42.3433574;node;287447616;287447;2;;34153131202;Peralta/Azkoien;ES2;ES22;ES220;Navarra;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.8645564;42.3438756;node;287447618;287447;2;;34153131202;Peralta/Azkoien;ES2;ES22;ES220;Navarra;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.5687235;37.3792413;node;290859436;290859;1;817;34010404083;Serón;ES6;ES61;ES611;Almería;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.8734665;42.3521082;node;310760588;310760;1;;34153131202;Peralta/Azkoien;ES2;ES22;ES220;Navarra;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.1822565;41.7468041;node;322482422;322482;14;;34074242022;Almenar de Soria;ES4;ES41;ES417;Soria;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.1834961;41.7474533;node;322482423;322482;14;;34074242176;Tajahuerce;ES4;ES41;ES417;Soria;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.1851053;41.7480224;node;322482424;322482;14;;34074242022;Almenar de Soria;ES4;ES41;ES417;Soria;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.1866667;41.7485382;node;322482425;322482;14;;34074242022;Almenar de Soria;ES4;ES41;ES417;Soria;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.1880374;41.7491073;node;322482426;322482;14;;34074242022;Almenar de Soria;ES4;ES41;ES417;Soria;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.1893843;41.7497387;node;322482427;322482;14;;34074242022;Almenar de Soria;ES4;ES41;ES417;Soria;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.1906716;41.7504056;node;322482428;322482;14;;34074242022;Almenar de Soria;ES4;ES41;ES417;Soria;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.1919827;41.7510548;node;322482429;322482;14;;34074242176;Tajahuerce;ES4;ES41;ES417;Soria;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.1933773;41.7516061;node;322482430;322482;14;;34074242022;Almenar de Soria;ES4;ES41;ES417;Soria;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.1949507;41.7520863;node;322482431;322482;14;;34074242022;Almenar de Soria;ES4;ES41;ES417;Soria;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.1963572;41.7526999;node;322482432;322482;14;;34074242022;Almenar de Soria;ES4;ES41;ES417;Soria;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.1976325;41.7533223;node;322482433;322482;14;;34074242022;Almenar de Soria;ES4;ES41;ES417;Soria;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.1990271;41.7539092;node;322482434;322482;14;;34074242022;Almenar de Soria;ES4;ES41;ES417;Soria;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.2004336;41.7546028;node;322482435;322482;14;;34074242022;Almenar de Soria;ES4;ES41;ES417;Soria;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.8376669;42.3269053;node;339040392;339040;5;;34153131202;Peralta/Azkoien;ES2;ES22;ES220;Navarra;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.8387384;42.3259964;node;339040393;339040;5;;34153131202;Peralta/Azkoien;ES2;ES22;ES220;Navarra;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.8397858;42.3251657;node;339040394;339040;5;;34153131202;Peralta/Azkoien;ES2;ES22;ES220;Navarra;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.8413328;42.3242627;node;339040395;339040;5;;34153131202;Peralta/Azkoien;ES2;ES22;ES220;Navarra;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.842326;42.3234802;node;339040396;339040;5;;34153131202;Peralta/Azkoien;ES2;ES22;ES220;Navarra;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.8744759;42.3509655;node;359529720;359529;1;;34153131202;Peralta/Azkoien;ES2;ES22;ES220;Navarra;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.8701335;42.3469622;node;359530805;359530;2;;34153131202;Peralta/Azkoien;ES2;ES22;ES220;Navarra;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.871399;42.3458208;node;359530827;359530;2;;34153131202;Peralta/Azkoien;ES2;ES22;ES220;Navarra;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.8580162;42.3392948;node;359531723;359531;2;;34153131202;Peralta/Azkoien;ES2;ES22;ES220;Navarra;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.8615149;42.3382609;node;359531729;359531;2;;34153131202;Peralta/Azkoien;ES2;ES22;ES220;Navarra;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.5242097;42.5442303;node;370335746;370335;2;;34153131235;Ujué;ES2;ES22;ES220;Navarra;wind;generator;NA;yes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-1.5227672;42.5443383;node;370335747;370335;2;;34153131235;Ujué;ES2;ES22;ES220;Navarra;wind;generator;NA;yes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.509955;42.9626156;node;408933922;408933;2;;34160101013;Barrundia;ES2;ES21;ES211;Araba/Álava;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.5111781;42.9633379;node;408933925;408933;2;;34160101013;Barrundia;ES2;ES21;ES211;Araba/Álava;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.5089973;42.9619186;node;408935655;408935;15;;34160101013;Barrundia;ES2;ES21;ES211;Araba/Álava;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.5078873;42.9614924;node;408935658;408935;15;;34160101013;Barrundia;ES2;ES21;ES211;Araba/Álava;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.5066854;42.9609397;node;408935663;408935;15;;34162020034;Eskoriatza;ES2;ES21;ES212;Gipuzkoa;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.5056609;42.9603418;node;408935666;408935;15;;34160101013;Barrundia;ES2;ES21;ES211;Araba/Álava;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.5046961;42.9599993;node;408935670;408935;15;;34160101013;Barrundia;ES2;ES21;ES211;Araba/Álava;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.5036642;42.9598161;node;408935674;408935;15;;34160101013;Barrundia;ES2;ES21;ES211;Araba/Álava;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.5026016;42.9596837;node;408935677;408935;15;;34160101013;Barrundia;ES2;ES21;ES211;Araba/Álava;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.5016793;42.9595281;node;408935680;408935;15;;34160101013;Barrundia;ES2;ES21;ES211;Araba/Álava;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.5005208;42.959487;node;408935682;408935;15;;34160101013;Barrundia;ES2;ES21;ES211;Araba/Álava;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.4994785;42.9597599;node;408935685;408935;15;;34160101013;Barrundia;ES2;ES21;ES211;Araba/Álava;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.4984216;42.9600227;node;408935687;408935;15;;34160101013;Barrundia;ES2;ES21;ES211;Araba/Álava;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.4964268;42.9604741;node;408935688;408935;15;;34160101013;Barrundia;ES2;ES21;ES211;Araba/Álava;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.497422;42.9602599;node;408935694;408935;15;;34160101013;Barrundia;ES2;ES21;ES211;Araba/Álava;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.4951869;42.9608808;node;408935696;408935;15;;34160101013;Barrundia;ES2;ES21;ES211;Araba/Álava;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-2.4939819;42.9613191;node;408935697;408935;15;;34160101013;Barrundia;ES2;ES21;ES211;Araba/Álava;wind;generator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-8.0357078;43.4829609;node;428296389;428296;1;;34121515076;San Sadurniño;ES1;ES11;ES111;A Coruña;wind;generator;NA;660 kW;Gamesa G47/660;Sistemas Energ/Forgoselo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-8.0376017;43.482894;node;428700522;428700;36;;34121515076;San Sadurniño;ES1;ES11;ES111;A Coruña;wind;generator;NA;660 kW;Gamesa G47/660;Sistemas Energ/Forgoselo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-8.0399354;43.4833564;node;428700523;428700;36;;34121515076;San Sadurniño;ES1;ES11;ES111;A Coruña;wind;generator;NA;660 kW;Gamesa G47/660;Sistemas Energ/Forgoselo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-8.0419389;43.4839362;node;428700524;428700;36;;34121515076;San Sadurniño;ES1;ES11;ES111;A Coruña;wind;generator;NA;660 kW;Gamesa G47/660;Sistemas Energ/Forgoselo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-8.0439204;43.4853672;node;428700525;428700;36;;34121515076;San Sadurniño;ES1;ES11;ES111;A Coruña;wind;generator;NA;660 kW;Gamesa G47/660;Sistemas Energ/Forgoselo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-8.0470982;43.4861598;node;428700526;428700;36;;34121515076;San Sadurniño;ES1;ES11;ES111;A Coruña;wind;generator;NA;660 kW;Gamesa G47/660;Sistemas Energ/Forgoselo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-8.0492264;43.4861598;node;428700527;428700;36;;34121515076;San Sadurniño;ES1;ES11;ES111;A Coruña;wind;generator;NA;660 kW;Gamesa G47/660;Sistemas Energ/Forgoselo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-8.0506021;43.4869839;node;428700528;428700;36;;34121515076;San Sadurniño;ES1;ES11;ES111;A Coruña;wind;generator;NA;660 kW;Gamesa G47/660;Sistemas Energ/Forgoselo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-8.0524849;43.487657;node;428700529;428700;36;;34121515076;San Sadurniño;ES1;ES11;ES111;A Coruña;wind;generator;NA;660 kW;Gamesa G47/660;Sistemas Energ/Forgoselo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-8.0542536;43.4880973;node;428700530;428700;36;;34121515076;San Sadurniño;ES1;ES11;ES111;A Coruña;wind;generator;NA;660 kW;Gamesa G47/660;Sistemas Energ/Forgoselo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-8.0338192;43.4816002;node;428700531;428700;36;;34121515076;San Sadurniño;ES1;ES11;ES111;A Coruña;wind;generator;NA;660 kW;Gamesa G47/660;Sistemas Energ/Forgoselo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-8.032379;43.4801783;node;428700532;428700;36;;34121515076;San Sadurniño;ES1;ES11;ES111;A Coruña;wind;generator;NA;660 kW;Gamesa G47/660;Sistemas Energ/Forgoselo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-8.0307269;43.479789;node;428700533;428700;36;;34121515076;San Sadurniño;ES1;ES11;ES111;A Coruña;wind;generator;NA;660 kW;Gamesa G47/660;Sistemas Energ/Forgoselo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-8.0340302;43.4875447;node;428700534;428700;36;;34121515076;San Sadurniño;ES1;ES11;ES111;A Coruña;wind;generator;NA;660 kW;Gamesa G47/660;Sistemas Energ/Forgoselo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-8.0324524;43.4862787;node;428700535;428700;36;;34121515076;San Sadurniño;ES1;ES11;ES111;A Coruña;wind;generator;NA;660 kW;Gamesa G47/660;Sistemas Energ/Forgoselo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-8.0308473;43.4853976;node;428700536;428700;36;;34121515076;San Sadurniño;ES1;ES11;ES111;A Coruña;wind;generator;NA;660 kW;Gamesa G47/660;Sistemas Energ/Forgoselo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-8.0292973;43.4845299;node;428700537;428700;36;;34121515076;San Sadurniño;ES1;ES11;ES111;A Coruña;wind;generator;NA;660 kW;Gamesa G47/660;Sistemas Energ/Forgoselo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-8.0274087;43.4840664;node;428700538;428700;36;;34121515076;San Sadurniño;ES1;ES11;ES111;A Coruña;wind;generator;NA;660 kW;Gamesa G47/660;Sistemas Energ/Forgoselo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-8.0254725;43.4834984;node;428700539;428700;36;;34121515076;San Sadurniño;ES1;ES11;ES111;A Coruña;wind;generator;NA;660 kW;Gamesa G47/660;Sistemas Energ/Forgoselo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-8.0237231;43.4828525;node;428700540;428700;36;;34121515076;San Sadurniño;ES1;ES11;ES111;A Coruña;wind;generator;NA;660 kW;Gamesa G47/660;Sistemas Energ/Forgoselo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-8.0221995;43.4820856;node;428700541;428700;36;;34121515076;San Sadurniño;ES1;ES11;ES111;A Coruña;wind;generator;NA;660 kW;Gamesa G47/660;Sistemas Energ/Forgoselo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-8.0204075;43.4812332;node;428700542;428700;36;;34121515076;San Sadurniño;ES1;ES11;ES111;A Coruña;wind;generator;NA;660 kW;Gamesa G47/660;Sistemas Energ/Forgoselo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-8.0293856;43.4788606;node;428700543;428700;36;;34121515018;A Capela;ES1;ES11;ES111;A Coruña;wind;generator;NA;660 kW;Gamesa G47/660;Sistemas Energ/Forgoselo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-8.0272188;43.4780752;node;428700544;428700;36;;34121515018;A Capela;ES1;ES11;ES111;A Coruña;wind;generator;NA;660 kW;Gamesa G47/660;Sistemas Energ/Forgoselo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-8.0253383;43.477479;node;428700545;428700;36;;34121515018;A Capela;ES1;ES11;ES111;A Coruña;wind;generator;NA;660 kW;Gamesa G47/660;Sistemas Energ/Forgoselo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-8.0218179;43.4763667;node;428700546;428700;36;;34121515018;A Capela;ES1;ES11;ES111;A Coruña;wind;generator;NA;660 kW;Gamesa G47/660;Sistemas Energ/Forgoselo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
